COG,Name,Ocean core,Ocean core (prokaryotes),Gut core,Ocean core (epipelagic),Ocean core (mesopelagic)
COG2022,Uncharacterized enzyme of thiazole biosynthesis,TRUE,TRUE,TRUE,TRUE,TRUE
COG2023,RNase P subunit RPR2,FALSE,FALSE,FALSE,FALSE,TRUE
COG2025,"Electron transfer flavoprotein, alpha subunit",TRUE,TRUE,TRUE,TRUE,TRUE
COG2026,Cytotoxic translational repressor of toxin-antitoxin stability system,TRUE,TRUE,TRUE,TRUE,TRUE
COG2027,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 4),TRUE,TRUE,TRUE,TRUE,TRUE
COG2030,Acyl dehydratase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2031,Short chain fatty acids transporter,TRUE,TRUE,TRUE,TRUE,TRUE
COG2032,Cu/Zn superoxide dismutase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2033,Desulfoferrodoxin,FALSE,FALSE,TRUE,FALSE,FALSE
COG2035,Predicted membrane protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2036,Histones H3 and H4,TRUE,FALSE,FALSE,TRUE,TRUE
COG2037,Formylmethanofuran:tetrahydromethanopterin formyltransferase,TRUE,TRUE,FALSE,TRUE,TRUE
COG2038,NaMN:DMB phosphoribosyltransferase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2039,Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase),TRUE,TRUE,TRUE,TRUE,TRUE
COG2040,Homocysteine/selenocysteine methylase (S-methylmethionine-dependent),TRUE,TRUE,TRUE,TRUE,TRUE
COG2041,Sulfite oxidase and related enzymes,TRUE,TRUE,FALSE,TRUE,TRUE
COG2042,Uncharacterized conserved protein,TRUE,FALSE,FALSE,TRUE,TRUE
COG2043,Uncharacterized protein conserved in archaea,TRUE,TRUE,TRUE,TRUE,TRUE
COG2045,Phosphosulfolactate phosphohydrolase and related enzymes,TRUE,TRUE,FALSE,TRUE,TRUE
COG2046,ATP sulfurylase (sulfate adenylyltransferase),TRUE,TRUE,FALSE,TRUE,TRUE
COG2047,Uncharacterized protein (ATP-grasp superfamily),FALSE,FALSE,FALSE,FALSE,TRUE
COG2048,"Heterodisulfide reductase, subunit B",FALSE,FALSE,TRUE,FALSE,TRUE
COG2049,Allophanate hydrolase subunit 1,TRUE,TRUE,TRUE,TRUE,TRUE
COG2050,"Uncharacterized protein, possibly involved in aromatic compounds catabolism",TRUE,TRUE,TRUE,TRUE,TRUE
COG2051,Ribosomal protein S27E,FALSE,FALSE,FALSE,FALSE,TRUE
COG2052,Uncharacterized protein conserved in bacteria,FALSE,FALSE,TRUE,FALSE,FALSE
COG2053,Ribosomal protein S28E/S33,TRUE,FALSE,FALSE,TRUE,TRUE
COG2054,"Uncharacterized archaeal kinase related to aspartokinases, uridylate kinases",TRUE,TRUE,FALSE,TRUE,TRUE
COG2055,Malate/L-lactate dehydrogenases,TRUE,TRUE,TRUE,TRUE,TRUE
COG2056,Predicted permease,TRUE,TRUE,FALSE,TRUE,TRUE
COG2057,"Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit",TRUE,TRUE,TRUE,TRUE,TRUE
COG2058,Ribosomal protein L12E/L44/L45/RPP1/RPP2,FALSE,FALSE,FALSE,FALSE,TRUE
COG2059,Chromate transport protein ChrA,TRUE,TRUE,TRUE,TRUE,TRUE
COG2060,"K+-transporting ATPase, A chain",FALSE,FALSE,TRUE,FALSE,TRUE
COG2062,Phosphohistidine phosphatase SixA,TRUE,TRUE,FALSE,TRUE,TRUE
COG2063,Flagellar basal body L-ring protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2064,Flp pilus assembly protein TadC,TRUE,TRUE,FALSE,TRUE,TRUE
COG2065,Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2066,Glutaminase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2067,Long-chain fatty acid transport protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2068,Uncharacterized MobA-related protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2069,CO dehydrogenase/acetyl-CoA synthase delta subunit (corrinoid Fe-S protein),FALSE,FALSE,TRUE,FALSE,FALSE
COG2070,Dioxygenases related to 2-nitropropane dioxygenase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2071,Predicted glutamine amidotransferases,TRUE,TRUE,TRUE,TRUE,TRUE
COG2072,Predicted flavoprotein involved in K+ transport,TRUE,TRUE,FALSE,TRUE,TRUE
COG2073,Cobalamin biosynthesis protein CbiG,TRUE,TRUE,TRUE,TRUE,TRUE
COG2074,2-phosphoglycerate kinase,TRUE,FALSE,FALSE,TRUE,TRUE
COG2075,Ribosomal protein L24E,TRUE,FALSE,FALSE,TRUE,TRUE
COG2076,Membrane transporters of cations and cationic drugs,TRUE,TRUE,TRUE,TRUE,TRUE
COG2077,Peroxiredoxin,TRUE,TRUE,TRUE,TRUE,TRUE
COG2078,Uncharacterized conserved protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2079,Uncharacterized protein involved in propionate catabolism,TRUE,TRUE,TRUE,TRUE,TRUE
COG2080,"Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS homologs",TRUE,TRUE,TRUE,TRUE,TRUE
COG2081,Predicted flavoproteins,TRUE,TRUE,TRUE,TRUE,TRUE
COG2082,Precorrin isomerase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2084,3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases,TRUE,TRUE,TRUE,TRUE,TRUE
COG2085,Predicted dinucleotide-binding enzymes,TRUE,TRUE,FALSE,TRUE,TRUE
COG2086,"Electron transfer flavoprotein, beta subunit",TRUE,TRUE,TRUE,TRUE,TRUE
COG2087,Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2088,"Uncharacterized protein, involved in the regulation of septum location",FALSE,FALSE,TRUE,FALSE,TRUE
COG2089,Sialic acid synthase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2090,Uncharacterized protein conserved in archaea,FALSE,FALSE,FALSE,FALSE,TRUE
COG2091,Phosphopantetheinyl transferase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2092,Translation elongation factor EF-1beta,FALSE,FALSE,FALSE,FALSE,TRUE
COG2093,"DNA-directed RNA polymerase, subunit E''",FALSE,FALSE,FALSE,FALSE,TRUE
COG2094,3-methyladenine DNA glycosylase,TRUE,TRUE,FALSE,TRUE,TRUE
COG2095,Multiple antibiotic transporter,TRUE,TRUE,TRUE,TRUE,TRUE
COG2096,Uncharacterized conserved protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2097,Ribosomal protein L31E,FALSE,FALSE,FALSE,FALSE,TRUE
COG2099,Precorrin-6x reductase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2101,"TATA-box binding protein (TBP), component of TFIID and TFIIIB",TRUE,TRUE,FALSE,TRUE,TRUE
COG2102,Predicted ATPases of PP-loop superfamily,TRUE,TRUE,FALSE,TRUE,TRUE
COG2103,Predicted sugar phosphate isomerase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2104,Sulfur transfer protein involved in thiamine biosynthesis,TRUE,TRUE,FALSE,TRUE,TRUE
COG2105,Uncharacterized conserved protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2106,Uncharacterized conserved protein,TRUE,FALSE,FALSE,TRUE,TRUE
COG2107,Predicted periplasmic solute-binding protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2108,Uncharacterized conserved protein related to pyruvate formate-lyase activating enzyme,FALSE,FALSE,FALSE,FALSE,TRUE
COG2109,ATP:corrinoid adenosyltransferase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2110,Predicted phosphatase homologous to the C-terminal domain of histone macroH2A1,TRUE,TRUE,TRUE,TRUE,TRUE
COG2111,"Multisubunit Na+/H+ antiporter, MnhB subunit",TRUE,TRUE,TRUE,TRUE,TRUE
COG2112,Predicted Ser/Thr protein kinase,FALSE,FALSE,FALSE,FALSE,TRUE
COG2113,"ABC-type proline/glycine betaine transport systems, periplasmic components",TRUE,TRUE,TRUE,TRUE,TRUE
COG2114,"Adenylate cyclase, family 3 (some proteins contain HAMP domain)",TRUE,TRUE,FALSE,TRUE,TRUE
COG2115,Xylose isomerase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2116,Formate/nitrite family of transporters,TRUE,TRUE,TRUE,TRUE,TRUE
COG2118,DNA-binding protein,FALSE,FALSE,FALSE,FALSE,TRUE
COG2119,Predicted membrane protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2120,"Uncharacterized proteins, LmbE homologs",TRUE,TRUE,TRUE,TRUE,TRUE
COG2121,Uncharacterized protein conserved in bacteria,TRUE,TRUE,FALSE,TRUE,TRUE
COG2122,Uncharacterized conserved protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2123,RNase PH-related exoribonuclease,TRUE,FALSE,FALSE,TRUE,TRUE
COG2124,Cytochrome P450,TRUE,TRUE,FALSE,TRUE,TRUE
COG2125,Ribosomal protein S6E (S10),TRUE,FALSE,FALSE,TRUE,TRUE
COG2126,Ribosomal protein L37E,FALSE,FALSE,FALSE,FALSE,TRUE
COG2127,Uncharacterized conserved protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2128,Uncharacterized conserved protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2129,"Predicted phosphoesterases, related to the Icc protein",TRUE,FALSE,TRUE,TRUE,TRUE
COG2130,Putative NADP-dependent oxidoreductases,TRUE,TRUE,FALSE,TRUE,TRUE
COG2131,Deoxycytidylate deaminase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2132,Putative multicopper oxidases,TRUE,TRUE,FALSE,TRUE,TRUE
COG2133,Glucose/sorbosone dehydrogenases,TRUE,TRUE,FALSE,TRUE,TRUE
COG2135,Uncharacterized conserved protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2137,Uncharacterized protein conserved in bacteria,TRUE,TRUE,TRUE,TRUE,TRUE
COG2138,Uncharacterized conserved protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2139,Ribosomal protein L21E,TRUE,FALSE,FALSE,TRUE,TRUE
COG2140,Thermophilic glucose-6-phosphate isomerase and related metalloenzymes,TRUE,FALSE,TRUE,TRUE,TRUE
COG2141,"Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases",TRUE,TRUE,FALSE,TRUE,TRUE
COG2142,"Succinate dehydrogenase, hydrophobic anchor subunit",TRUE,TRUE,FALSE,TRUE,TRUE
COG2143,Thioredoxin-related protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2144,Selenophosphate synthetase-related proteins,FALSE,FALSE,FALSE,FALSE,TRUE
COG2145,"Hydroxyethylthiazole kinase, sugar kinase family",TRUE,TRUE,TRUE,TRUE,TRUE
COG2146,Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases,TRUE,TRUE,FALSE,TRUE,TRUE
COG2147,Ribosomal protein L19E,TRUE,FALSE,FALSE,TRUE,TRUE
COG2148,Sugar transferases involved in lipopolysaccharide synthesis,TRUE,TRUE,TRUE,TRUE,TRUE
COG2149,Predicted membrane protein,FALSE,FALSE,FALSE,FALSE,TRUE
COG2150,"Predicted regulator of amino acid metabolism, contains ACT domain",FALSE,FALSE,FALSE,FALSE,TRUE
COG2151,Predicted metal-sulfur cluster biosynthetic enzyme,TRUE,TRUE,TRUE,TRUE,TRUE
COG2152,Predicted glycosylase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2153,Predicted acyltransferase,TRUE,TRUE,FALSE,TRUE,TRUE
COG2154,Pterin-4a-carbinolamine dehydratase,TRUE,TRUE,FALSE,TRUE,TRUE
COG2155,Uncharacterized conserved protein,FALSE,FALSE,TRUE,FALSE,FALSE
COG2156,"K+-transporting ATPase, c chain",FALSE,FALSE,TRUE,FALSE,TRUE
COG2158,Uncharacterized protein containing a Zn-finger-like domain,FALSE,FALSE,TRUE,FALSE,FALSE
COG2159,Predicted metal-dependent hydrolase of the TIM-barrel fold,TRUE,TRUE,TRUE,TRUE,TRUE
COG2160,L-arabinose isomerase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2161,Antitoxin of toxin-antitoxin stability system,TRUE,TRUE,TRUE,TRUE,TRUE
COG2162,Arylamine N-acetyltransferase,TRUE,FALSE,FALSE,TRUE,TRUE
COG2164,Uncharacterized conserved protein,TRUE,FALSE,FALSE,TRUE,TRUE
COG2165,"Type II secretory pathway, pseudopilin PulG",TRUE,TRUE,TRUE,TRUE,TRUE
COG2166,SufE protein probably involved in Fe-S center assembly,TRUE,TRUE,TRUE,TRUE,TRUE
COG2168,Uncharacterized conserved protein involved in oxidation of intracellular sulfur,TRUE,TRUE,FALSE,TRUE,TRUE
COG2169,Adenosine deaminase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2170,Uncharacterized conserved protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2171,Tetrahydrodipicolinate N-succinyltransferase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2172,Anti-sigma regulatory factor (Ser/Thr protein kinase),TRUE,TRUE,TRUE,TRUE,TRUE
COG2173,D-alanyl-D-alanine dipeptidase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2175,Probable taurine catabolism dioxygenase,TRUE,TRUE,FALSE,TRUE,TRUE
COG2176,"DNA polymerase III, alpha subunit (gram-positive type)",TRUE,TRUE,TRUE,TRUE,TRUE
COG2177,Cell division protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2178,Predicted RNA-binding protein of the translin family,FALSE,FALSE,FALSE,FALSE,TRUE
COG2179,Predicted hydrolase of the HAD superfamily,FALSE,FALSE,TRUE,FALSE,TRUE
COG2180,Nitrate reductase delta subunit,FALSE,FALSE,FALSE,FALSE,TRUE
COG2181,Nitrate reductase gamma subunit,TRUE,TRUE,FALSE,TRUE,TRUE
COG2182,Maltose-binding periplasmic proteins/domains,TRUE,TRUE,TRUE,TRUE,TRUE
COG2183,Transcriptional accessory protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2184,Protein involved in cell division,TRUE,TRUE,TRUE,TRUE,TRUE
COG2185,"Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding)",TRUE,TRUE,TRUE,TRUE,TRUE
COG2186,Transcriptional regulators,TRUE,TRUE,TRUE,TRUE,TRUE
COG2187,Uncharacterized protein conserved in bacteria,TRUE,TRUE,FALSE,TRUE,TRUE
COG2188,Transcriptional regulators,TRUE,TRUE,TRUE,TRUE,TRUE
COG2189,Adenine specific DNA methylase Mod,TRUE,TRUE,TRUE,TRUE,TRUE
COG2190,Phosphotransferase system IIA components,FALSE,FALSE,TRUE,FALSE,TRUE
COG2191,Formylmethanofuran dehydrogenase subunit E,FALSE,FALSE,TRUE,FALSE,FALSE
COG2192,"Predicted carbamoyl transferase, NodU family",TRUE,TRUE,FALSE,TRUE,TRUE
COG2193,Bacterioferritin (cytochrome b1),TRUE,TRUE,TRUE,TRUE,TRUE
COG2194,"Predicted membrane-associated, metal-dependent hydrolase",TRUE,TRUE,TRUE,TRUE,TRUE
COG2195,Di- and tripeptidases,TRUE,TRUE,TRUE,TRUE,TRUE
COG2197,Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain,TRUE,TRUE,TRUE,TRUE,TRUE
COG2198,FOG: HPt domain,TRUE,TRUE,FALSE,TRUE,TRUE
COG2199,FOG: GGDEF domain,TRUE,TRUE,TRUE,TRUE,TRUE
COG2200,FOG: EAL domain,TRUE,TRUE,TRUE,TRUE,TRUE
COG2201,Chemotaxis response regulator containing a CheY-like receiver domain and a methylesterase domain,TRUE,TRUE,TRUE,TRUE,TRUE
COG2202,FOG: PAS/PAC domain,TRUE,TRUE,TRUE,TRUE,TRUE
COG2203,FOG: GAF domain,TRUE,TRUE,FALSE,TRUE,TRUE
COG2204,"Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",TRUE,TRUE,TRUE,TRUE,TRUE
COG2205,Osmosensitive K+ channel histidine kinase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2206,HD-GYP domain,TRUE,TRUE,TRUE,TRUE,TRUE
COG2207,AraC-type DNA-binding domain-containing proteins,TRUE,TRUE,TRUE,TRUE,TRUE
COG2208,"Serine phosphatase RsbU, regulator of sigma subunit",TRUE,TRUE,TRUE,TRUE,TRUE
COG2209,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrE",TRUE,TRUE,TRUE,TRUE,TRUE
COG2210,Uncharacterized conserved protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2211,Na+/melibiose symporter and related transporters,TRUE,TRUE,TRUE,TRUE,TRUE
COG2212,"Multisubunit Na+/H+ antiporter, MnhF subunit",TRUE,FALSE,FALSE,TRUE,TRUE
COG2213,"Phosphotransferase system, mannitol-specific IIBC component",TRUE,TRUE,TRUE,TRUE,TRUE
COG2214,DnaJ-class molecular chaperone,TRUE,TRUE,TRUE,TRUE,TRUE
COG2215,"ABC-type uncharacterized transport system, permease component",TRUE,TRUE,FALSE,TRUE,TRUE
COG2216,"High-affinity K+ transport system, ATPase chain B",FALSE,FALSE,TRUE,FALSE,TRUE
COG2217,Cation transport ATPase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2218,Formylmethanofuran dehydrogenase subunit C,TRUE,TRUE,FALSE,TRUE,TRUE
COG2219,"Eukaryotic-type DNA primase, large subunit",TRUE,FALSE,FALSE,TRUE,TRUE
COG2220,Predicted Zn-dependent hydrolases of the beta-lactamase fold,TRUE,TRUE,TRUE,TRUE,TRUE
COG2221,"Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits",TRUE,TRUE,TRUE,TRUE,TRUE
COG2222,Predicted phosphosugar isomerases,TRUE,TRUE,TRUE,TRUE,TRUE
COG2223,Nitrate/nitrite transporter,TRUE,TRUE,FALSE,TRUE,TRUE
COG2224,Isocitrate lyase,TRUE,TRUE,FALSE,TRUE,TRUE
COG2225,Malate synthase,TRUE,TRUE,FALSE,TRUE,TRUE
COG2226,Methylase involved in ubiquinone/menaquinone biosynthesis,TRUE,TRUE,TRUE,TRUE,TRUE
COG2227,"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase",TRUE,TRUE,TRUE,TRUE,TRUE
COG2229,Predicted GTPase,FALSE,FALSE,FALSE,FALSE,TRUE
COG2230,Cyclopropane fatty acid synthase and related methyltransferases,TRUE,TRUE,TRUE,TRUE,TRUE
COG2231,Uncharacterized protein related to Endonuclease III,FALSE,FALSE,FALSE,FALSE,TRUE
COG2232,Predicted ATP-dependent carboligase related to biotin carboxylase,TRUE,TRUE,FALSE,TRUE,TRUE
COG2233,Xanthine/uracil permeases,TRUE,TRUE,TRUE,TRUE,TRUE
COG2234,Predicted aminopeptidases,TRUE,TRUE,TRUE,TRUE,TRUE
COG2235,Arginine deiminase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2236,Predicted phosphoribosyltransferases,TRUE,TRUE,FALSE,TRUE,TRUE
COG2237,Predicted membrane protein,FALSE,FALSE,FALSE,FALSE,TRUE
COG2238,Ribosomal protein S19E (S16A),TRUE,FALSE,FALSE,TRUE,TRUE
COG2239,Mg/Co/Ni transporter MgtE (contains CBS domain),TRUE,TRUE,TRUE,TRUE,TRUE
COG2240,Pyridoxal/pyridoxine/pyridoxamine kinase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2241,Precorrin-6B methylase 1,TRUE,TRUE,TRUE,TRUE,TRUE
COG2242,Precorrin-6B methylase 2,TRUE,TRUE,TRUE,TRUE,TRUE
COG2243,Precorrin-2 methylase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2244,Membrane protein involved in the export of O-antigen and teichoic acid,TRUE,TRUE,TRUE,TRUE,TRUE
COG2246,Predicted membrane protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2247,Putative cell wall-binding domain,FALSE,FALSE,FALSE,FALSE,TRUE
COG2249,Putative NADPH-quinone reductase (modulator of drug activity B),TRUE,TRUE,TRUE,TRUE,TRUE
COG2250,"Uncharacterized conserved protein related to C-terminal domain of eukaryotic chaperone, SACSIN",FALSE,FALSE,FALSE,FALSE,TRUE
COG2251,Predicted nuclease (RecB family),TRUE,TRUE,FALSE,TRUE,TRUE
COG2252,Permeases,TRUE,TRUE,TRUE,TRUE,TRUE
COG2253,Uncharacterized conserved protein,FALSE,FALSE,FALSE,FALSE,TRUE
COG2255,"Holliday junction resolvasome, helicase subunit",TRUE,TRUE,TRUE,TRUE,TRUE
COG2256,ATPase related to the helicase subunit of the Holliday junction resolvase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2257,Uncharacterized homolog of the cytoplasmic domain of flagellar protein FhlB,TRUE,TRUE,TRUE,TRUE,TRUE
COG2258,Uncharacterized protein conserved in bacteria,TRUE,TRUE,TRUE,TRUE,TRUE
COG2259,Predicted membrane protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2260,Predicted Zn-ribbon RNA-binding protein,FALSE,FALSE,FALSE,FALSE,TRUE
COG2261,Predicted membrane protein,FALSE,FALSE,FALSE,FALSE,TRUE
COG2262,GTPases,TRUE,TRUE,TRUE,TRUE,TRUE
COG2263,Predicted RNA methylase,TRUE,FALSE,FALSE,TRUE,TRUE
COG2264,Ribosomal protein L11 methylase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2265,SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2266,GTP:adenosylcobinamide-phosphate guanylyltransferase,FALSE,FALSE,FALSE,FALSE,TRUE
COG2267,Lysophospholipase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2268,Uncharacterized protein conserved in bacteria,TRUE,TRUE,TRUE,TRUE,TRUE
COG2269,"Truncated, possibly inactive, lysyl-tRNA synthetase (class II)",TRUE,TRUE,FALSE,TRUE,TRUE
COG2270,Permeases of the major facilitator superfamily,TRUE,TRUE,TRUE,TRUE,TRUE
COG2271,Sugar phosphate permease,TRUE,TRUE,TRUE,TRUE,TRUE
COG2272,Carboxylesterase type B,TRUE,TRUE,TRUE,TRUE,TRUE
COG2273,Beta-glucanase/Beta-glucan synthetase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2274,"ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",TRUE,TRUE,TRUE,TRUE,TRUE
COG2301,Citrate lyase beta subunit,TRUE,TRUE,TRUE,TRUE,TRUE
COG2302,"Uncharacterized conserved protein, contains S4-like domain",FALSE,FALSE,TRUE,FALSE,TRUE
COG2303,Choline dehydrogenase and related flavoproteins,TRUE,TRUE,FALSE,TRUE,TRUE
COG2304,Uncharacterized protein containing a von Willebrand factor type A (vWA) domain,TRUE,TRUE,TRUE,TRUE,TRUE
COG2306,Uncharacterized conserved protein,FALSE,FALSE,FALSE,FALSE,TRUE
COG2307,Uncharacterized protein conserved in bacteria,TRUE,TRUE,FALSE,TRUE,TRUE
COG2308,Uncharacterized conserved protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2309,Leucyl aminopeptidase (aminopeptidase T),TRUE,TRUE,TRUE,TRUE,TRUE
COG2310,"Uncharacterized proteins involved in stress response, homologs of TerZ and putative cAMP-binding protein CABP1",TRUE,TRUE,TRUE,TRUE,TRUE
COG2311,Predicted membrane protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2312,Erythromycin esterase homolog,TRUE,FALSE,TRUE,TRUE,TRUE
COG2313,Uncharacterized enzyme involved in pigment biosynthesis,TRUE,TRUE,TRUE,TRUE,TRUE
COG2314,Predicted membrane protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2315,Uncharacterized protein conserved in bacteria,TRUE,TRUE,TRUE,TRUE,TRUE
COG2316,Predicted hydrolase (HD superfamily),FALSE,FALSE,TRUE,FALSE,TRUE
COG2317,Zn-dependent carboxypeptidase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2318,Uncharacterized protein conserved in bacteria,TRUE,TRUE,FALSE,TRUE,TRUE
COG2319,FOG: WD40 repeat,TRUE,TRUE,TRUE,TRUE,TRUE
COG2320,Uncharacterized conserved protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2321,Predicted metalloprotease,TRUE,TRUE,FALSE,TRUE,TRUE
COG2322,Predicted membrane protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2323,Predicted membrane protein,FALSE,FALSE,TRUE,FALSE,TRUE
COG2324,Predicted membrane protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2326,Uncharacterized conserved protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2327,Uncharacterized conserved protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2329,Uncharacterized enzyme involved in biosynthesis of extracellular polysaccharides,TRUE,TRUE,FALSE,TRUE,TRUE
COG2331,Uncharacterized protein conserved in bacteria,TRUE,TRUE,FALSE,TRUE,TRUE
COG2332,Cytochrome c-type biogenesis protein CcmE,TRUE,TRUE,FALSE,TRUE,TRUE
COG2333,Predicted hydrolase (metallo-beta-lactamase superfamily),TRUE,TRUE,TRUE,TRUE,TRUE
COG2334,Putative homoserine kinase type II (protein kinase fold),TRUE,TRUE,TRUE,TRUE,TRUE
COG2335,Secreted and surface protein containing fasciclin-like repeats,TRUE,TRUE,FALSE,TRUE,TRUE
COG2336,Growth regulator,FALSE,FALSE,FALSE,FALSE,TRUE
COG2337,Growth inhibitor,TRUE,TRUE,TRUE,TRUE,TRUE
COG2339,Predicted membrane protein,TRUE,TRUE,TRUE,TRUE,TRUE
COG2340,Uncharacterized protein with SCP/PR1 domains,TRUE,TRUE,TRUE,TRUE,TRUE
COG2342,"Predicted extracellular endo alpha-1,4 polygalactosaminidase or related polysaccharide hydrolase",TRUE,FALSE,FALSE,TRUE,TRUE
COG2343,Uncharacterized protein conserved in bacteria,TRUE,TRUE,FALSE,TRUE,TRUE
COG2344,AT-rich DNA-binding protein,FALSE,FALSE,TRUE,FALSE,TRUE
COG2345,Predicted transcriptional regulator,TRUE,TRUE,FALSE,TRUE,TRUE
COG2346,Truncated hemoglobins,TRUE,TRUE,FALSE,TRUE,TRUE
COG2348,Uncharacterized protein involved in methicillin resistance,TRUE,FALSE,TRUE,TRUE,TRUE
COG2350,Uncharacterized protein conserved in bacteria,TRUE,TRUE,FALSE,TRUE,TRUE
COG2351,Transthyretin-like protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2352,Phosphoenolpyruvate carboxylase,TRUE,TRUE,FALSE,TRUE,TRUE
COG2353,Uncharacterized conserved protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2354,Uncharacterized protein conserved in bacteria,TRUE,TRUE,FALSE,TRUE,TRUE
COG2355,"Zn-dependent dipeptidase, microsomal dipeptidase homolog",TRUE,TRUE,TRUE,TRUE,TRUE
COG2356,Endonuclease I,TRUE,TRUE,FALSE,TRUE,TRUE
COG2357,Uncharacterized protein conserved in bacteria,TRUE,TRUE,TRUE,TRUE,TRUE
COG2358,"TRAP-type uncharacterized transport system, periplasmic component",TRUE,TRUE,TRUE,TRUE,TRUE
COG2360,Leu/Phe-tRNA-protein transferase,TRUE,TRUE,TRUE,TRUE,TRUE
COG2361,Uncharacterized conserved protein,FALSE,FALSE,TRUE,FALSE,TRUE
COG2362,D-aminopeptidase,TRUE,FALSE,TRUE,TRUE,TRUE
COG2363,Uncharacterized small membrane protein,TRUE,TRUE,FALSE,TRUE,TRUE
COG2364,Predicted membrane protein,TRUE,TRUE,TRUE,TRUE,TRUE
